Date,Term,Contexts,Programs,Total Matches
2015-10-27,John Kasich,3,4,5
2015-10-27,Marco Rubio,4,4,7
2015-10-27,Rand Paul,0,0,0
2015-10-27,Ted Cruz,1,1,1
2015-10-28,Ben Carson,31,36,91
2015-10-28,Carly Fiorina,7,7,8
2015-10-28,Chris Christie,5,5,6
2015-10-28,Donald Trump,37,38,120
2015-10-28,Jeb Bush,14,15,34
2015-10-28,John Kasich,10,13,15
2015-10-28,Marco Rubio,11,12,24
2015-10-28,Rand Paul,4,4,7
2015-10-28,Ted Cruz,3,3,3
2015-10-29,Ben Carson,26,34,68
2015-10-29,Carly Fiorina,8,10,13
2015-10-29,Chris Christie,16,25,43
2015-10-29,Donald Trump,29,39,107
2015-10-29,Jeb Bush,24,28,79
2015-10-29,John Kasich,9,16,23
2015-10-29,Marco Rubio,23,26,88
2015-10-29,Rand Paul,2,2,4
2015-10-29,Ted Cruz,16,18,35
2015-10-30,Ben Carson,11,12,24
2015-10-30,Carly Fiorina,5,5,6
2015-10-30,Chris Christie,5,9,10
2015-10-30,Donald Trump,19,20,47
2015-10-30,Jeb Bush,14,14,40
2015-10-30,John Kasich,2,2,3
2015-10-30,Marco Rubio,11,11,23
2015-10-30,Rand Paul,4,5,7
2015-10-30,Ted Cruz,5,7,10
2015-10-31,Ben Carson,3,3,5
2015-10-31,Carly Fiorina,0,0,0
2015-10-31,Chris Christie,3,4,4
2015-10-31,Donald Trump,3,3,5
2015-10-31,Jeb Bush,5,6,16
2015-10-31,John Kasich,1,1,2
2015-10-31,Marco Rubio,4,4,8
2015-10-31,Rand Paul,1,1,1
2015-10-31,Ted Cruz,1,1,1
2015-11-01,Ben Carson,6,6,15
2015-11-01,Carly Fiorina,3,3,5
2015-11-01,Chris Christie,2,2,2
2015-11-01,Donald Trump,11,13,25
2015-11-01,Jeb Bush,9,9,55
2015-11-01,John Kasich,0,0,0
2015-11-01,Marco Rubio,7,7,40
2015-11-01,Rand Paul,0,0,0
2015-11-01,Ted Cruz,9,9,16
2015-11-02,Ben Carson,7,10,15
2015-11-02,Carly Fiorina,4,4,9
2015-11-02,Chris Christie,14,20,25
2015-11-02,Donald Trump,14,15,32
2015-11-02,Jeb Bush,11,12,37
2015-11-02,John Kasich,1,1,1
2015-11-02,Marco Rubio,10,11,20
2015-11-02,Rand Paul,1,1,2
2015-11-02,Ted Cruz,3,4,5
2015-11-03,Ben Carson,26,27,61
2015-11-03,Carly Fiorina,4,6,9
2015-11-03,Chris Christie,7,16,19
2015-11-03,Donald Trump,29,33,76
2015-11-03,Jeb Bush,13,14,36
2015-11-03,John Kasich,3,5,6
2015-11-03,Marco Rubio,13,16,30
2015-11-03,Rand Paul,0,0,0
2015-11-03,Ted Cruz,4,5,6
2015-11-04,Ben Carson,20,23,51
2015-11-04,Carly Fiorina,2,3,3
2015-11-04,Chris Christie,5,9,9
2015-11-04,Donald Trump,30,30,94
2015-11-04,Jeb Bush,17,19,42
2015-11-04,John Kasich,5,7,8
2015-11-04,Marco Rubio,13,19,40
2015-11-04,Rand Paul,0,0,0
2015-11-04,Ted Cruz,4,7,11
2015-11-05,Ben Carson,17,27,59
2015-11-05,Carly Fiorina,4,4,4
2015-11-05,Chris Christie,6,6,7
2015-11-05,Donald Trump,38,39,120
2015-11-05,Jeb Bush,16,16,23
2015-11-05,John Kasich,2,2,2
2015-11-05,Marco Rubio,13,13,26
2015-11-05,Rand Paul,1,1,1
2015-11-05,Ted Cruz,3,3,3
2015-11-06,Ben Carson,22,28,73
2015-11-06,Carly Fiorina,8,8,17
2015-11-06,Chris Christie,17,28,46
2015-11-06,Donald Trump,26,31,65
2015-11-06,Jeb Bush,10,11,20
2015-11-06,John Kasich,4,4,4
2015-11-06,Marco Rubio,7,7,8
2015-11-06,Rand Paul,2,2,2
2015-11-06,Ted Cruz,4,5,5
2015-11-07,Ben Carson,11,12,34
2015-11-07,Carly Fiorina,0,0,0
2015-11-07,Chris Christie,3,4,5
2015-11-07,Donald Trump,10,10,32
2015-11-07,Jeb Bush,3,3,13
2015-11-07,John Kasich,1,1,1
2015-11-07,Marco Rubio,1,1,1
2015-11-07,Rand Paul,2,2,2
2015-11-07,Ted Cruz,0,0,0
2015-11-08,Ben Carson,16,17,77
2015-11-08,Carly Fiorina,4,4,7
2015-11-08,Chris Christie,3,3,4
2015-11-08,Donald Trump,21,21,87
2015-11-08,Jeb Bush,5,5,19
2015-11-08,John Kasich,1,1,1
2015-11-08,Marco Rubio,7,7,16
2015-11-08,Rand Paul,1,1,4
2015-11-08,Ted Cruz,2,2,2
2015-11-09,Ben Carson,25,29,68
2015-11-09,Carly Fiorina,5,6,12
2015-11-09,Chris Christie,5,7,8
2015-11-09,Donald Trump,37,40,102
2015-11-09,Jeb Bush,4,4,10
2015-11-09,John Kasich,1,1,1
2015-11-09,Marco Rubio,10,10,20
2015-11-09,Rand Paul,1,1,1
2015-11-09,Ted Cruz,3,3,3
2015-11-10,Ben Carson,26,37,107
2015-11-10,Carly Fiorina,4,4,5
2015-11-10,Chris Christie,17,31,44
2015-11-10,Donald Trump,33,41,107
2015-11-10,Jeb Bush,22,25,43
2015-11-10,John Kasich,3,4,4
2015-11-10,Marco Rubio,18,23,40
2015-11-10,Rand Paul,2,2,2
2015-11-10,Ted Cruz,9,10,12
2015-11-11,Ben Carson,23,31,64
2015-11-11,Carly Fiorina,14,17,27
2015-11-11,Chris Christie,13,21,27
2015-11-11,Donald Trump,28,33,88
2015-11-11,Jeb Bush,22,24,62
2015-11-11,John Kasich,8,9,13
2015-11-11,Marco Rubio,16,19,37
2015-11-11,Rand Paul,12,13,22
2015-11-11,Ted Cruz,11,12,22
2015-11-12,Ben Carson,9,10,20
2015-11-12,Carly Fiorina,3,3,8
2015-11-12,Chris Christie,3,5,5
2015-11-12,Donald Trump,20,23,51
2015-11-12,Jeb Bush,12,12,18
2015-11-12,John Kasich,2,2,3
2015-11-12,Marco Rubio,5,7,10
2015-11-12,Rand Paul,2,2,2
2015-11-12,Ted Cruz,6,6,7
2015-11-13,Ben Carson,19,22,62
2015-11-13,Carly Fiorina,6,8,8
2015-11-13,Chris Christie,5,6,6
2015-11-13,Donald Trump,23,25,77
2015-11-13,Jeb Bush,4,4,7
2015-11-13,John Kasich,1,1,2
2015-11-13,Marco Rubio,6,7,8
2015-11-13,Rand Paul,2,3,4
2015-11-13,Ted Cruz,2,2,3
2015-11-14,Ben Carson,7,7,11
2015-11-14,Carly Fiorina,0,0,0
2015-11-14,Chris Christie,2,2,2
2015-11-14,Donald Trump,7,7,11
2015-11-14,Jeb Bush,4,4,8
2015-11-14,John Kasich,2,2,2
2015-11-14,Marco Rubio,4,4,6
2015-11-14,Rand Paul,0,0,0
2015-11-14,Ted Cruz,3,3,4
2015-11-15,Ben Carson,6,7,12
2015-11-15,Carly Fiorina,1,1,1
2015-11-15,Chris Christie,5,5,6
2015-11-15,Donald Trump,11,13,26
2015-11-15,Jeb Bush,6,6,17
2015-11-15,John Kasich,1,1,1
2015-11-15,Marco Rubio,2,3,12
2015-11-15,Rand Paul,1,1,2
2015-11-15,Ted Cruz,3,3,4
2015-11-16,Ben Carson,6,8,10
2015-11-16,Carly Fiorina,0,0,0
2015-11-16,Chris Christie,7,8,10
2015-11-16,Donald Trump,10,13,27
2015-11-16,Jeb Bush,10,12,19
2015-11-16,John Kasich,0,0,0
2015-11-16,Marco Rubio,5,5,14
2015-11-16,Rand Paul,0,0,0
2015-11-16,Ted Cruz,6,6,6
2015-11-17,Ben Carson,3,3,4
2015-11-17,Carly Fiorina,1,1,1
2015-11-17,Chris Christie,13,23,29
2015-11-17,Donald Trump,12,13,25
2015-11-17,Jeb Bush,10,14,17
2015-11-17,John Kasich,0,0,0
2015-11-17,Marco Rubio,2,2,2
2015-11-17,Rand Paul,2,2,2
2015-11-17,Ted Cruz,8,10,10
2015-11-18,Ben Carson,10,10,18
2015-11-18,Carly Fiorina,0,0,0
2015-11-18,Chris Christie,5,8,10
2015-11-18,Donald Trump,18,19,36
2015-11-18,Jeb Bush,8,8,9
2015-11-18,John Kasich,3,3,3
2015-11-18,Marco Rubio,3,3,3
2015-11-18,Rand Paul,1,1,1
2015-11-18,Ted Cruz,6,6,6
2015-11-19,Ben Carson,8,8,13
2015-11-19,Carly Fiorina,6,14,15
2015-11-19,Chris Christie,6,7,8
2015-11-19,Donald Trump,18,19,33
2015-11-19,Jeb Bush,3,3,3
2015-11-19,John Kasich,1,1,1
2015-11-19,Marco Rubio,4,4,4
2015-11-19,Rand Paul,0,0,0
2015-11-19,Ted Cruz,7,8,12
2015-11-20,Ben Carson,16,20,33
2015-11-20,Carly Fiorina,2,2,2
2015-11-20,Chris Christie,6,10,14
2015-11-20,Donald Trump,26,27,98
2015-11-20,Jeb Bush,3,4,4
2015-11-20,John Kasich,2,2,2
2015-11-20,Marco Rubio,2,2,2
2015-11-20,Rand Paul,1,1,1
2015-11-20,Ted Cruz,2,3,3
2015-11-21,Ben Carson,3,4,5
2015-11-21,Carly Fiorina,2,2,5
2015-11-21,Chris Christie,7,13,16
2015-11-21,Donald Trump,12,12,33
2015-11-21,Jeb Bush,2,2,6
2015-11-21,John Kasich,3,3,4
2015-11-21,Marco Rubio,2,2,2
2015-11-21,Rand Paul,0,0,0
2015-11-21,Ted Cruz,2,2,2
2015-11-22,Ben Carson,7,7,22
2015-11-22,Carly Fiorina,1,1,2
2015-11-22,Chris Christie,1,1,1
2015-11-22,Donald Trump,13,14,54
2015-11-22,Jeb Bush,4,4,13
2015-11-22,John Kasich,4,6,8
2015-11-22,Marco Rubio,3,3,12
2015-11-22,Rand Paul,3,3,6
2015-11-22,Ted Cruz,4,4,16
2015-11-23,Ben Carson,15,16,23
2015-11-23,Carly Fiorina,0,0,0
2015-11-23,Chris Christie,5,5,5
2015-11-23,Donald Trump,29,33,90
2015-11-23,Jeb Bush,2,2,4
2015-11-23,John Kasich,4,4,5
2015-11-23,Marco Rubio,6,7,8
2015-11-23,Rand Paul,1,1,1
2015-11-23,Ted Cruz,7,7,8
2015-11-24,Ben Carson,15,16,24
2015-11-24,Carly Fiorina,1,1,1
2015-11-24,Chris Christie,1,1,1
2015-11-24,Donald Trump,20,21,64
2015-11-24,Jeb Bush,1,1,2
2015-11-24,John Kasich,1,1,1
2015-11-24,Marco Rubio,2,2,2
2015-11-24,Rand Paul,1,1,1
2015-11-24,Ted Cruz,4,4,4
2015-11-25,Ben Carson,3,3,3
2015-11-25,Carly Fiorina,1,1,1
2015-11-25,Chris Christie,3,4,4
2015-11-25,Donald Trump,12,12,32
2015-11-25,Jeb Bush,1,1,2
2015-11-25,John Kasich,2,2,3
2015-11-25,Marco Rubio,0,0,0
2015-11-25,Rand Paul,0,0,0
2015-11-25,Ted Cruz,2,2,2
2015-11-26,Ben Carson,3,3,3
2015-11-26,Carly Fiorina,2,2,2
2015-11-26,Chris Christie,2,2,2
2015-11-26,Donald Trump,8,8,18
2015-11-26,Jeb Bush,0,0,0
2015-11-26,John Kasich,0,0,0
2015-11-26,Marco Rubio,2,2,4
2015-11-26,Rand Paul,0,0,0
2015-11-26,Ted Cruz,1,1,1
2015-11-27,Ben Carson,4,4,6
2015-11-27,Carly Fiorina,1,1,3
2015-11-27,Chris Christie,1,1,1
2015-11-27,Donald Trump,24,26,58
2015-11-27,Jeb Bush,3,3,3
2015-11-27,John Kasich,0,0,0
2015-11-27,Marco Rubio,2,2,2
2015-11-27,Rand Paul,0,0,0
2015-11-27,Ted Cruz,2,2,2
2015-11-28,Ben Carson,3,4,17
2015-11-28,Carly Fiorina,1,1,1
2015-11-28,Chris Christie,2,2,2
2015-11-28,Donald Trump,6,6,12
2015-11-28,Jeb Bush,2,2,3
2015-11-28,John Kasich,1,1,1
2015-11-28,Marco Rubio,1,1,1
2015-11-28,Rand Paul,1,1,2
2015-11-28,Ted Cruz,1,1,1
2015-11-29,Ben Carson,14,14,43
2015-11-29,Carly Fiorina,1,1,4
2015-11-29,Chris Christie,6,6,14
2015-11-29,Donald Trump,17,18,78
2015-11-29,Jeb Bush,6,9,19
2015-11-29,John Kasich,2,2,5
2015-11-29,Marco Rubio,5,6,10
2015-11-29,Rand Paul,0,0,0
2015-11-29,Ted Cruz,6,6,19
2015-11-30,Ben Carson,10,12,18
2015-11-30,Carly Fiorina,2,2,4
2015-11-30,Chris Christie,11,13,36
2015-11-30,Donald Trump,24,25,68
2015-11-30,Jeb Bush,4,4,12
2015-11-30,John Kasich,0,0,0
2015-11-30,Marco Rubio,3,3,6
2015-11-30,Rand Paul,0,0,0
2015-11-30,Ted Cruz,8,8,21
2015-12-01,Ben Carson,3,3,8
2015-12-01,Carly Fiorina,1,1,1
2015-12-01,Chris Christie,10,14,25
2015-12-01,Donald Trump,28,28,76
2015-12-01,Jeb Bush,4,5,5
2015-12-01,John Kasich,1,1,1
2015-12-01,Marco Rubio,4,4,6
2015-12-01,Rand Paul,0,0,0
2015-12-01,Ted Cruz,9,11,17
2015-12-02,Ben Carson,6,6,17
2015-12-02,Carly Fiorina,0,0,0
2015-12-02,Chris Christie,9,12,18
2015-12-02,Donald Trump,18,19,58
2015-12-02,Jeb Bush,6,6,7
2015-12-02,John Kasich,0,0,0
2015-12-02,Marco Rubio,8,9,21
2015-12-02,Rand Paul,0,0,0
2015-12-02,Ted Cruz,10,10,31
2015-12-03,Ben Carson,6,6,6
2015-12-03,Carly Fiorina,1,1,1
2015-12-03,Chris Christie,4,5,5
2015-12-03,Donald Trump,12,14,23
2015-12-03,Jeb Bush,4,4,5
2015-12-03,John Kasich,1,1,1
2015-12-03,Marco Rubio,5,5,6
2015-12-03,Rand Paul,1,1,1
2015-12-03,Ted Cruz,5,5,9
2015-12-04,Ben Carson,7,8,13
2015-12-04,Carly Fiorina,1,1,1
2015-12-04,Chris Christie,10,13,18
2015-12-04,Donald Trump,19,20,49
2015-12-04,Jeb Bush,7,7,8
2015-12-04,John Kasich,1,1,1
2015-12-04,Marco Rubio,6,7,15
2015-12-04,Rand Paul,1,2,2
2015-12-04,Ted Cruz,10,11,17
2015-12-05,Ben Carson,5,7,13
2015-12-05,Carly Fiorina,0,0,0
2015-12-05,Chris Christie,1,1,1
2015-12-05,Donald Trump,15,15,30
2015-12-05,Jeb Bush,0,0,0
2015-12-05,John Kasich,1,1,7
2015-12-05,Marco Rubio,4,7,7
2015-12-05,Rand Paul,0,0,0
2015-12-05,Ted Cruz,5,7,7
2015-12-06,Ben Carson,4,4,8
2015-12-06,Carly Fiorina,0,0,0
2015-12-06,Chris Christie,6,7,17
2015-12-06,Donald Trump,11,11,56
2015-12-06,Jeb Bush,6,6,15
2015-12-06,John Kasich,0,0,0
2015-12-06,Marco Rubio,4,4,9
2015-12-06,Rand Paul,3,5,7
2015-12-06,Ted Cruz,5,5,15
2015-12-07,Ben Carson,8,8,9
2015-12-07,Carly Fiorina,0,0,0
2015-12-07,Chris Christie,5,5,7
2015-12-07,Donald Trump,22,23,57
2015-12-07,Jeb Bush,6,6,6
2015-12-07,John Kasich,1,1,1
2015-12-07,Marco Rubio,12,12,14
2015-12-07,Rand Paul,2,2,3
2015-12-07,Ted Cruz,8,10,15
2015-12-08,Ben Carson,2,3,3
2015-12-08,Carly Fiorina,1,1,1
2015-12-08,Chris Christie,6,9,12
2015-12-08,Donald Trump,52,59,253
2015-12-08,Jeb Bush,16,20,24
2015-12-08,John Kasich,2,6,6
2015-12-08,Marco Rubio,4,4,6
2015-12-08,Rand Paul,0,0,0
2015-12-08,Ted Cruz,10,15,19
2015-12-09,Ben Carson,2,2,2
2015-12-09,Carly Fiorina,0,0,0
2015-12-09,Chris Christie,1,1,1
2015-12-09,Donald Trump,54,60,351
2015-12-09,Jeb Bush,6,7,7
2015-12-09,John Kasich,0,0,0
2015-12-09,Marco Rubio,5,5,8
2015-12-09,Rand Paul,1,1,1
2015-12-09,Ted Cruz,8,9,13
2015-12-10,Ben Carson,9,9,10
2015-12-10,Carly Fiorina,0,0,0
2015-12-10,Chris Christie,1,1,1
2015-12-10,Donald Trump,49,55,232
2015-12-10,Jeb Bush,3,3,9
2015-12-10,John Kasich,1,1,1
2015-12-10,Marco Rubio,8,8,9
2015-12-10,Rand Paul,0,0,0
2015-12-10,Ted Cruz,11,12,13
2015-12-11,Ben Carson,14,15,25
2015-12-11,Carly Fiorina,1,1,1
2015-12-11,Chris Christie,4,5,5
2015-12-11,Donald Trump,39,42,165
2015-12-11,Jeb Bush,4,4,4
2015-12-11,John Kasich,2,2,2
2015-12-11,Marco Rubio,5,5,5
2015-12-11,Rand Paul,0,0,0
2015-12-11,Ted Cruz,17,18,32
2015-12-12,Ben Carson,5,7,8
2015-12-12,Carly Fiorina,1,1,1
2015-12-12,Chris Christie,5,6,7
2015-12-12,Donald Trump,17,17,58
2015-12-12,Jeb Bush,2,2,3
2015-12-12,John Kasich,1,1,1
2015-12-12,Marco Rubio,2,2,2
2015-12-12,Rand Paul,1,1,1
2015-12-12,Ted Cruz,13,13,34
2015-12-13,Ben Carson,16,19,32
2015-12-13,Carly Fiorina,1,1,1
2015-12-13,Chris Christie,5,6,8
2015-12-13,Donald Trump,26,26,158
2015-12-13,Jeb Bush,6,6,9
2015-12-13,John Kasich,3,3,6
2015-12-13,Marco Rubio,10,11,26
2015-12-13,Rand Paul,1,1,1
2015-12-13,Ted Cruz,20,23,100
2015-12-14,Ben Carson,23,25,38
2015-12-14,Carly Fiorina,3,4,4
2015-12-14,Chris Christie,14,25,29
2015-12-14,Donald Trump,33,34,137
2015-12-14,Jeb Bush,7,7,9
2015-12-14,John Kasich,6,6,8
2015-12-14,Marco Rubio,15,19,31
2015-12-14,Rand Paul,6,7,7
2015-12-14,Ted Cruz,26,29,98
2015-12-15,Ben Carson,22,26,34
2015-12-15,Carly Fiorina,6,7,8
2015-12-15,Chris Christie,14,27,34
2015-12-15,Donald Trump,38,41,153
2015-12-15,Jeb Bush,8,9,10
2015-12-15,John Kasich,4,5,5
2015-12-15,Marco Rubio,16,20,24
2015-12-15,Rand Paul,6,8,8
2015-12-15,Ted Cruz,30,33,92
2015-12-16,Ben Carson,14,15,24
2015-12-16,Carly Fiorina,3,3,4
2015-12-16,Chris Christie,23,26,53
2015-12-16,Donald Trump,40,42,200
2015-12-16,Jeb Bush,30,36,82
2015-12-16,John Kasich,1,1,1
2015-12-16,Marco Rubio,23,29,54
2015-12-16,Rand Paul,14,15,21
2015-12-16,Ted Cruz,26,34,87
2015-12-17,Ben Carson,3,3,6
2015-12-17,Carly Fiorina,3,3,3
2015-12-17,Chris Christie,4,6,6
2015-12-17,Donald Trump,31,34,125
2015-12-17,Jeb Bush,12,12,19
2015-12-17,John Kasich,0,0,0
2015-12-17,Marco Rubio,9,9,13
2015-12-17,Rand Paul,3,3,3
2015-12-17,Ted Cruz,14,14,28
2015-12-18,Ben Carson,3,4,4
2015-12-18,Carly Fiorina,0,0,0
2015-12-18,Chris Christie,6,6,7
2015-12-18,Donald Trump,28,28,77
2015-12-18,Jeb Bush,3,3,4
2015-12-18,John Kasich,0,0,0
2015-12-18,Marco Rubio,4,4,7
2015-12-18,Rand Paul,0,0,0
2015-12-18,Ted Cruz,5,6,8
2015-12-19,Ben Carson,0,0,0
2015-12-19,Carly Fiorina,0,0,0
2015-12-19,Chris Christie,4,5,5
2015-12-19,Donald Trump,6,7,41
2015-12-19,Jeb Bush,4,4,6
2015-12-19,John Kasich,1,1,1
2015-12-19,Marco Rubio,3,3,10
2015-12-19,Rand Paul,1,1,1
2015-12-19,Ted Cruz,3,3,8
2015-12-20,Ben Carson,3,3,6
2015-12-20,Carly Fiorina,1,1,5
2015-12-20,Chris Christie,6,9,21
2015-12-20,Donald Trump,20,22,150
2015-12-20,Jeb Bush,9,11,31
2015-12-20,John Kasich,1,1,4
2015-12-20,Marco Rubio,9,9,27
2015-12-20,Rand Paul,1,1,1
2015-12-20,Ted Cruz,7,7,44
2015-12-21,Ben Carson,4,4,4
2015-12-21,Carly Fiorina,0,0,0
2015-12-21,Chris Christie,5,8,20
2015-12-21,Donald Trump,33,37,165
2015-12-21,Jeb Bush,9,10,16
2015-12-21,John Kasich,0,0,0
2015-12-21,Marco Rubio,6,7,12
2015-12-21,Rand Paul,0,0,0
2015-12-21,Ted Cruz,8,8,24
2015-12-22,Ben Carson,5,5,6
2015-12-22,Carly Fiorina,6,6,6
2015-12-22,Chris Christie,6,11,14
2015-12-22,Donald Trump,36,38,162
2015-12-22,Jeb Bush,6,6,7
2015-12-22,John Kasich,0,0,0
2015-12-22,Marco Rubio,7,8,8
2015-12-22,Rand Paul,1,1,1
2015-12-22,Ted Cruz,13,13,21